tdata,ydata,yerr
0.0,9.292429823902063,0.0
64.54833333333333,9.45105012990594,0.038393335840560816
128.56,9.700890944078731,0.012371198933040617
192.57333333333332,10.362109419036786,0.03284760376179463
256.7216666666667,10.529333700373503,0.017490270278755382
327.175,10.403915553004342,0.020902937584060588
384.9066666666667,10.521655038608895,0.020049867807522048
448.7316666666667,10.569433501399395,0.01407753614063001
512.72,10.451267293916871,0.010238266403248986
1258.2066666666665,10.233705283581049,0.0133665344571261
